window_start,request_count,success_count,error_count,status_401_count,status_403_count,status_429_count,avg_latency,max_latency,unique_routes,error_rate,unauthorized_rate,throttle_rate,forbidden_rate,success_rate,requests_per_route,avg_gap_seconds,min_gap_seconds,latency_std,post_ratio,login_ratio,unique_status_codes,route_entropy,route_switches_ratio,repeated_route_ratio,label,attack_type,prev_requests_per_route,delta_requests_per_route,rolling2_unique_routes,rolling2_route_entropy,rolling2_error_rate
2025-01-01 03:35:00,1,1,0,0,0,0,68.0,68,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:35:00,1,0,1,0,0,0,97.0,97,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:35:00,2,0,2,2,0,0,106.0,107,1,1.0,1.0,0.0,0.0,0.0,2.0,45.0,45.0,1.0,1.0,1.0,1,-0.0,0.0,0.5,1,slow_brute,2.0,0.0,1.0,-0.0,1.0
2025-01-01 03:35:00,1,1,0,0,0,0,71.0,71,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:35:00,1,0,1,0,0,0,128.0,128,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,1,recon,2.25,-1.25,2.5,0.98745,0.83335
2025-01-01 03:40:00,6,1,5,2,1,0,75.67,94,4,0.8333,0.3333,0.0,0.1667,0.1667,1.5,32.4,1.0,18.62,0.5,0.1667,4,1.9183,1.0,0.3333,1,recon,2.0,-0.5,3.0,1.46095,0.325
2025-01-01 03:40:00,4,0,4,4,0,0,115.25,165,2,1.0,1.0,0.0,0.0,0.0,2.0,10.33,3.0,36.13,0.5,0.5,1,1.0,0.3333,0.5,1,slow_brute,2.0,0.0,1.0,-0.0,1.0
2025-01-01 03:40:00,1,0,1,0,0,0,79.0,79,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.25
2025-01-01 03:40:00,1,1,0,0,0,0,80.0,80,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.0,-0.0,0.25
2025-01-01 03:40:00,1,0,1,0,0,0,125.0,125,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:40:00,1,0,1,0,0,0,87.0,87,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.5,-0.5,2.0,0.95915,0.16665
2025-01-01 03:40:00,3,0,3,2,1,0,118.67,143,1,1.0,0.6667,0.0,0.3333,0.0,3.0,21.5,15.0,17.78,1.0,1.0,2,-0.0,0.0,0.6667,1,slow_brute,0.0,3.0,0.0,0.0,0.0
2025-01-01 03:40:00,4,1,3,3,0,0,87.5,175,2,0.75,0.75,0.0,0.0,0.25,2.0,38.33,6.0,51.14,0.5,0.5,2,1.0,0.6667,0.5,1,slow_brute,1.0,1.0,1.5,0.5,1.0
2025-01-01 03:40:00,4,3,1,0,0,1,78.5,100,2,0.25,0.0,0.25,0.0,0.75,2.0,73.0,18.0,21.85,0.0,0.0,3,1.0,0.6667,0.5,0,normal,1.0,1.0,1.5,0.45915,0.0
2025-01-01 03:40:00,2,2,0,0,0,0,84.5,89,2,0.0,0.0,0.0,0.0,1.0,1.0,58.0,58.0,4.5,0.5,0.5,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:40:00,1,0,1,0,0,0,74.0,74,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.5,0.45915,0.41664999999999996
2025-01-01 03:40:00,1,0,1,1,0,0,129.0,129,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,1,slow_brute,2.0,-1.0,1.5,0.40565,0.75
2025-01-01 03:40:00,2,2,0,0,0,0,87.0,106,2,0.0,0.0,0.0,0.0,1.0,1.0,93.0,93.0,19.0,0.5,0.5,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,1.0
2025-01-01 03:40:00,1,1,0,0,0,0,56.0,56,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:40:00,1,1,0,0,0,0,40.0,40,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:40:00,7,3,4,1,1,0,80.0,100,4,0.5714,0.1429,0.0,0.1429,0.4286,1.75,18.0,1.0,14.83,0.4286,0.1429,4,1.9502,0.8333,0.4286,1,recon,1.0,0.75,2.5,0.98745,0.83335
2025-01-01 03:40:00,1,1,0,0,0,0,100.0,100,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.5
2025-01-01 03:40:00,1,0,1,0,1,0,59.0,59,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:40:00,1,0,1,0,0,0,74.0,74,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:40:00,1,1,0,0,0,0,105.0,105,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:40:00,1,1,0,0,0,0,93.0,93,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.0,-0.0,0.25
2025-01-01 03:40:00,2,2,0,0,0,0,93.0,103,2,0.0,0.0,0.0,0.0,1.0,1.0,81.0,81.0,10.0,0.5,0.5,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:40:00,1,1,0,0,0,0,57.0,57,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:40:00,2,2,0,0,0,0,73.5,100,2,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,26.5,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:40:00,1,1,0,0,0,0,150.0,150,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:40:00,3,2,1,0,0,0,99.67,116,2,0.3333,0.0,0.0,0.0,0.6667,1.5,104.5,30.0,11.56,0.6667,0.6667,2,0.9183,1.0,0.3333,0,normal,1.0,0.5,1.0,-0.0,0.0
2025-01-01 03:45:00,1,1,0,0,0,0,87.0,87,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,2.0,1.0,0.5
2025-01-01 03:45:00,2,1,1,0,0,0,88.5,118,2,0.5,0.0,0.0,0.0,0.5,1.0,203.0,203.0,29.5,0.0,0.0,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:45:00,1,0,1,0,0,0,54.0,54,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:45:00,1,1,0,0,0,0,45.0,45,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:45:00,1,0,1,0,1,0,103.0,103,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:45:00,2,0,2,2,0,0,177.0,180,1,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,1,-0.0,0.0,0.5,1,slow_brute,0.0,2.0,0.0,0.0,0.0
2025-01-01 03:45:00,1,1,0,0,0,0,93.0,93,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.5
2025-01-01 03:45:00,1,0,1,1,0,0,127.0,127,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:45:00,3,2,1,0,0,1,94.0,106,2,0.3333,0.0,0.3333,0.0,0.6667,1.5,14.5,2.0,14.24,0.3333,0.0,2,0.9183,0.5,0.3333,0,normal,1.0,0.5,1.0,-0.0,0.0
2025-01-01 03:45:00,1,1,0,0,0,0,75.0,75,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:45:00,1,0,1,0,0,0,63.0,63,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:45:00,3,3,0,0,0,0,78.0,83,2,0.0,0.0,0.0,0.0,1.0,1.5,17.0,17.0,4.55,0.3333,0.0,2,0.9183,0.5,0.3333,0,normal,1.0,0.5,1.5,0.5,0.0
2025-01-01 03:45:00,1,1,0,0,0,0,64.0,64,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.25
2025-01-01 03:45:00,7,1,6,6,0,0,116.14,142,2,0.8571,0.8571,0.0,0.0,0.1429,3.5,30.83,12.0,23.28,0.8571,0.8571,2,0.5917,0.3333,0.7143,1,slow_brute,2.0,1.5,1.5,0.5,1.0
2025-01-01 03:45:00,1,1,0,0,0,0,83.0,83,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.0,-0.0,0.25
2025-01-01 03:45:00,1,1,0,0,0,0,96.0,96,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:45:00,1,1,0,0,0,0,46.0,46,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.45915,0.66665
2025-01-01 03:45:00,1,1,0,0,0,0,97.0,97,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.5,-0.5,1.5,0.45915,0.16665
2025-01-01 03:45:00,2,2,0,0,0,0,107.0,109,2,0.0,0.0,0.0,0.0,1.0,1.0,82.0,82.0,2.0,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.75
2025-01-01 03:45:00,1,1,0,0,0,0,85.0,85,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:45:00,2,2,0,0,0,0,91.0,109,2,0.0,0.0,0.0,0.0,1.0,1.0,23.0,23.0,18.0,0.5,0.0,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:45:00,1,0,1,0,0,0,87.0,87,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,1.0
2025-01-01 03:50:00,1,0,1,0,0,0,54.0,54,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,1.0
2025-01-01 03:50:00,1,0,1,1,0,0,159.0,159,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,1,slow_brute,1.5,-0.5,2.0,0.9183,1.0
2025-01-01 03:50:00,1,1,0,0,0,0,64.0,64,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,2,2,0,0,0,0,76.5,110,2,0.0,0.0,0.0,0.0,1.0,1.0,55.0,55.0,33.5,1.0,0.5,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:50:00,1,1,0,0,0,0,132.0,132,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,2,2,0,0,0,0,94.0,107,2,0.0,0.0,0.0,0.0,1.0,1.0,105.0,105.0,13.0,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:50:00,1,1,0,0,0,0,72.0,72,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.25
2025-01-01 03:50:00,2,2,0,0,0,0,85.0,98,2,0.0,0.0,0.0,0.0,1.0,1.0,52.0,52.0,13.0,0.5,0.5,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,3,3,0,0,0,0,71.33,96,3,0.0,0.0,0.0,0.0,1.0,1.0,129.0,2.0,18.62,0.6667,0.3333,1,1.585,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:50:00,1,0,1,0,0,0,113.0,113,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.5
2025-01-01 03:50:00,1,0,1,1,0,0,156.0,156,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,1,slow_brute,3.5,-2.5,2.0,0.79585,0.92855
2025-01-01 03:50:00,2,2,0,0,0,0,89.0,98,2,0.0,0.0,0.0,0.0,1.0,1.0,205.0,205.0,9.0,0.5,0.5,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,1,1,0,0,0,0,44.0,44,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.5,-0.5,1.5,0.45915,0.16665
2025-01-01 03:50:00,1,0,1,0,0,0,60.0,60,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.45915,0.16665
2025-01-01 03:50:00,3,0,3,3,0,0,125.0,151,2,1.0,1.0,0.0,0.0,0.0,1.5,71.0,18.0,25.14,0.3333,0.3333,1,0.9183,0.5,0.3333,1,slow_brute,0.0,1.5,0.0,0.0,0.0
2025-01-01 03:50:00,1,1,0,0,0,0,82.0,82,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,3,0,3,3,0,0,133.0,198,2,1.0,1.0,0.0,0.0,0.0,1.5,19.5,14.0,45.98,0.6667,0.6667,1,0.9183,0.5,0.3333,1,slow_brute,2.0,-0.5,1.0,-0.0,1.0
2025-01-01 03:50:00,1,1,0,0,0,0,84.0,84,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,1,0,1,0,0,1,79.0,79,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:50:00,1,1,0,0,0,0,75.0,75,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.5
2025-01-01 03:50:00,1,1,0,0,0,0,71.0,71,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.75
2025-01-01 03:50:00,1,1,0,0,0,0,91.0,91,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:50:00,1,1,0,0,0,0,95.0,95,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 03:55:00,2,0,2,2,0,0,111.0,113,2,1.0,1.0,0.0,0.0,0.0,1.0,50.0,50.0,2.0,0.5,0.5,1,1.0,1.0,0.0,1,slow_brute,1.0,0.0,1.5,0.40565,1.0
2025-01-01 03:55:00,1,1,0,0,0,0,93.0,93,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.5,-0.5,1.5,0.45915,0.0
2025-01-01 03:55:00,4,0,4,4,0,0,94.5,112,2,1.0,1.0,0.0,0.0,0.0,2.0,32.67,2.0,26.88,0.5,0.5,1,1.0,0.3333,0.5,1,slow_brute,3.0,-1.0,1.0,-0.0,1.0
2025-01-01 03:55:00,1,1,0,0,0,0,47.0,47,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:55:00,1,1,0,0,0,0,106.0,106,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,1,slow_brute,1.5,-0.5,2.0,0.9183,1.0
2025-01-01 03:55:00,1,1,0,0,0,0,58.0,58,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:55:00,1,1,0,0,0,0,61.0,61,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:55:00,2,1,1,0,1,0,81.5,85,2,0.5,0.0,0.0,0.5,0.5,1.0,71.0,71.0,3.5,0.5,0.5,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:55:00,4,2,2,2,0,0,119.25,150,2,0.5,0.5,0.0,0.0,0.5,2.0,41.67,26.0,20.36,0.25,0.25,2,0.8113,0.3333,0.5,1,credential,3.5,-1.5,1.5,0.29585,0.2857
2025-01-01 03:55:00,2,2,0,0,0,0,42.5,53,2,0.0,0.0,0.0,0.0,1.0,1.0,139.0,139.0,10.5,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 03:55:00,2,2,0,0,0,0,104.0,112,1,0.0,0.0,0.0,0.0,1.0,2.0,209.0,209.0,8.0,0.0,0.0,1,-0.0,0.0,0.5,0,normal,1.0,1.0,1.0,-0.0,0.0
2025-01-01 03:55:00,2,0,2,2,0,0,98.5,108,2,1.0,1.0,0.0,0.0,0.0,1.0,97.0,97.0,9.5,0.5,0.5,1,1.0,1.0,0.0,1,slow_brute,1.5,-0.5,1.5,0.45915,1.0
2025-01-01 03:55:00,3,1,2,0,0,2,82.33,90,2,0.6667,0.0,0.6667,0.0,0.3333,1.5,33.5,32.0,6.13,0.0,0.0,2,0.9183,0.5,0.3333,0,normal,1.0,0.5,1.0,-0.0,0.5
2025-01-01 03:55:00,2,2,0,0,0,0,105.0,109,2,0.0,0.0,0.0,0.0,1.0,1.0,165.0,165.0,4.0,0.5,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:55:00,3,0,3,3,0,0,102.33,121,2,1.0,1.0,0.0,0.0,0.0,1.5,37.5,33.0,21.64,0.6667,0.6667,1,0.9183,1.0,0.3333,1,slow_brute,1.0,0.5,1.0,-0.0,1.0
2025-01-01 03:55:00,1,0,1,1,0,0,89.0,89,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,1,slow_brute,1.0,0.0,1.5,0.45915,1.0
2025-01-01 03:55:00,2,2,0,0,0,0,73.0,85,2,0.0,0.0,0.0,0.0,1.0,1.0,26.0,26.0,12.0,0.5,0.5,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 03:55:00,2,0,2,1,0,0,66.0,102,2,1.0,0.5,0.0,0.0,0.0,1.0,157.0,157.0,36.0,0.0,0.0,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.25
2025-01-01 04:00:00,2,2,0,0,0,0,92.0,113,2,0.0,0.0,0.0,0.0,1.0,1.0,24.0,24.0,21.0,0.5,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 04:00:00,14,1,13,2,3,3,132.07,175,4,0.9286,0.1429,0.2143,0.2143,0.0714,3.5,18.08,0.0,25.95,0.5714,0.2857,6,1.9502,0.8462,0.7143,1,flood,0.0,3.5,0.0,0.0,0.0
2025-01-01 04:00:00,5,0,5,1,2,1,162.2,208,3,1.0,0.2,0.2,0.4,0.0,1.67,45.0,1.0,28.62,0.2,0.2,4,1.5219,0.75,0.4,1,flood,0.0,1.67,0.0,0.0,0.0
2025-01-01 04:00:00,13,1,12,5,3,2,142.46,189,4,0.9231,0.3846,0.1538,0.2308,0.0769,3.25,23.08,9.0,25.04,0.3846,0.3077,5,1.5734,0.5,0.6923,1,flood,0.0,3.25,0.0,0.0,0.0
2025-01-01 04:00:00,2,2,0,0,0,0,77.5,82,2,0.0,0.0,0.0,0.0,1.0,1.0,134.0,134.0,4.5,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.5
2025-01-01 04:00:00,1,1,0,0,0,0,101.0,101,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 04:00:00,15,3,12,5,2,3,124.53,176,4,0.8,0.3333,0.2,0.1333,0.2,3.75,16.07,1.0,27.77,0.6667,0.4667,6,1.7465,0.7143,0.7333,1,flood,0.0,3.75,0.0,0.0,0.0
2025-01-01 04:00:00,3,1,2,2,0,0,108.33,119,1,0.6667,0.6667,0.0,0.0,0.3333,3.0,34.5,20.0,8.99,1.0,1.0,2,-0.0,0.0,0.6667,1,credential,2.0,1.0,2.0,0.7015,0.5357000000000001
2025-01-01 04:00:00,10,1,9,1,0,6,106.9,176,3,0.9,0.1,0.6,0.0,0.1,3.33,31.33,10.0,48.84,0.8,0.5,4,1.4855,0.6667,0.7,1,flood,0.0,3.33,0.0,0.0,0.0
2025-01-01 04:00:00,1,1,0,0,0,0,86.0,86,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 04:00:00,6,1,5,0,3,1,121.5,195,2,0.8333,0.0,0.1667,0.5,0.1667,3.0,50.4,2.0,42.15,0.0,0.0,4,0.65,0.2,0.6667,1,flood,0.0,3.0,0.0,0.0,0.0
2025-01-01 04:00:00,11,0,11,4,2,4,115.27,173,3,1.0,0.3636,0.3636,0.1818,0.0,3.67,29.5,4.0,31.81,0.5455,0.4545,4,1.3486,0.7,0.7273,1,flood,0.0,3.67,0.0,0.0,0.0
2025-01-01 04:00:00,10,0,10,2,4,2,123.8,193,4,1.0,0.2,0.2,0.4,0.0,2.5,28.33,1.0,40.7,0.5,0.3,4,1.8464,0.8889,0.6,1,flood,0.0,2.5,0.0,0.0,0.0
2025-01-01 04:00:00,1,1,0,0,0,0,81.0,81,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.5,0.5,0.125
2025-01-01 04:00:00,1,1,0,0,0,0,36.0,36,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 04:00:00,1,1,0,0,0,0,73.0,73,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.45915,0.16665
2025-01-01 04:00:00,2,1,1,0,0,0,55.5,65,2,0.5,0.0,0.0,0.0,0.5,1.0,69.0,69.0,9.5,0.0,0.0,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 04:00:00,12,1,11,5,1,2,123.5,180,4,0.9167,0.4167,0.1667,0.0833,0.0833,3.0,23.36,2.0,38.04,0.3333,0.25,6,1.5511,0.4545,0.6667,1,flood,0.0,3.0,0.0,0.0,0.0
2025-01-01 04:00:00,6,1,5,0,2,2,126.5,141,3,0.8333,0.0,0.3333,0.3333,0.1667,2.0,41.4,3.0,13.61,0.6667,0.5,4,1.4591,0.4,0.5,1,flood,0.0,2.0,0.0,0.0,0.0
2025-01-01 04:00:00,14,2,12,5,1,5,139.79,197,4,0.8571,0.3571,0.3571,0.0714,0.1429,3.5,17.92,0.0,37.11,0.5,0.2857,5,1.9242,0.8462,0.7143,1,flood,0.0,3.5,0.0,0.0,0.0
2025-01-01 04:00:00,1,0,1,1,0,0,132.0,132,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,1,slow_brute,2.0,-1.0,1.5,0.5,1.0
